시간,군남방류,한탄강방류,방류량합계,임진수위,삼화수위,비룡수위,통일수위
202008010000 ,49.7,5.7,55.4,0.03,3.25,0.43,0.52
202008010010 ,49.7,5.7,55.4,0.03,3.24,0.43,0.51
202008010020 ,49.7,5.556,55.256,0.03,3.24,0.43,0.51
202008010030 ,49.7,5.484,55.184,0.03,3.24,0.43,0.49
202008010040 ,49.7,5.316,55.016,0.03,3.24,0.43,0.49
202008010050 ,49.7,5.26,54.96,0.03,3.24,0.43,0.48
202008010100 ,49.7,5.156,54.856,0.03,3.24,0.43,0.47
202008010110 ,49.7,5.014,54.714,0.03,3.24,0.43,0.46
202008010120 ,49.7,5.228,54.928,0.03,3.24,0.43,0.45
202008010130 ,49.7,5.468,55.168,0.03,3.24,0.43,0.44
202008010140 ,49.7,5.78,55.48,0.03,3.24,0.43,0.44
202008010150 ,49.7,6.396,56.096,0.03,3.24,0.42,0.43
202008010200 ,49.7,6.396,56.096,0.03,3.24,0.42,0.43
202008010210 ,51.1,6.228,57.328,0.03,3.24,0.42,0.42
202008010220 ,55.02,5.94,60.96,0.03,3.24,0.42,0.41
202008010230 ,61.88,5.788,67.668,0.03,3.24,0.43,0.41
202008010240 ,72.94,5.652,78.592,0.03,3.24,0.43,0.4
202008010250 ,87.85,5.596,93.446,0.03,3.24,0.44,0.4
202008010300 ,106.12,5.524,111.644,0.03,3.24,0.45,0.4
202008010310 ,126.91,5.46,132.37,0.03,3.23,0.47,0.39
202008010320 ,150.57,5.396,155.966,0.03,3.24,0.48,0.39
202008010330 ,176.89,5.38,182.27,0.03,3.24,0.49,0.38
202008010340 ,203.42,5.316,208.736,0.04,3.25,0.5,0.39
202008010350 ,227.99,5.252,233.242,0.07,3.26,0.51,0.51
202008010400 ,250.32,5.22,255.54,0.11,3.26,0.51,0.67
202008010410 ,268.45,5.298,273.748,0.19,3.26,0.51,0.85
202008010420 ,284.83,5.588,290.418,0.29,3.26,0.51,1.08
202008010430 ,299.53,6.18,305.71,0.4,3.26,0.51,1.32
202008010440 ,310.66,6.922,317.582,0.52,3.26,0.5,1.53
202008010450 ,319.9,6.694,326.594,0.62,3.26,0.5,1.72
202008010500 ,328.86,6.66,335.52,0.7,3.27,0.49,1.89
202008010510 ,335.3,6.66,341.96,0.77,3.27,0.49,2.01
202008010520 ,341.74,6.468,348.208,0.83,3.28,0.49,2.09
202008010530 ,346.99,6.468,353.458,0.88,3.29,0.49,2.17
202008010540 ,351.68,6.396,358.076,0.92,3.31,0.48,2.22
202008010550 ,355.6,6.444,362.044,0.96,3.34,0.48,2.25
202008010600 ,358.68,6.386,365.066,0.99,3.38,0.48,2.26
202008010610 ,361.48,6.42,367.9,1.01,3.45,0.48,2.25
202008010620 ,364,6.42,370.42,1.04,3.53,0.48,2.23
202008010630 ,366.24,6.612,372.852,1.06,3.61,0.48,2.16
202008010640 ,368.55,6.66,375.21,1.08,3.71,0.48,2.1
202008010650 ,370.3,6.708,377.008,1.09,3.82,0.5,2.02
202008010700 ,372.26,6.972,379.232,1.11,3.94,0.52,1.94
202008010710 ,373.1,7.14,380.24,1.12,4.03,0.54,1.93
202008010720 ,375.34,7.38,382.72,1.13,4.13,0.58,1.91
202008010730 ,375.9,7.572,383.472,1.14,4.21,0.62,1.88
202008010740 ,378.14,7.942,386.082,1.15,4.29,0.67,1.87
202008010750 ,378.7,8.244,386.944,1.15,4.35,0.73,1.84
202008010800 ,379.26,8.58,387.84,1.16,4.42,0.79,1.8
202008010810 ,381.5,8.884,390.384,1.16,4.46,0.84,1.75
202008010820 ,381.5,8.888,390.388,1.17,4.52,0.9,1.72
202008010830 ,381.5,9.268,390.768,1.17,4.56,0.95,1.68
202008010840 ,381.5,9.508,391.008,1.18,4.6,1,1.64
202008010850 ,382.2,9.5,391.7,1.18,4.64,1.05,1.61
202008010900 ,385,9.668,394.668,1.18,4.67,1.09,1.58
202008010910 ,385,9.778,394.778,1.19,4.71,1.13,1.54
202008010920 ,385,9.928,394.928,1.2,4.73,1.17,1.52
202008010930 ,386.96,10.048,397.008,1.22,4.78,1.21,1.5
202008010940 ,387.8,10.072,397.872,1.23,4.8,1.25,1.47
202008010950 ,388.64,10.26,398.9,1.24,4.83,1.3,1.45
202008011000 ,390.6,10.471,401.071,1.26,4.88,1.33,1.43
202008011010 ,390.6,10.948,401.548,1.27,4.92,1.37,1.4
202008011020 ,391.72,11.762,403.482,1.28,4.94,1.4,1.38
202008011030 ,393.4,12.343,405.743,1.28,4.97,1.43,1.35
202008011040 ,396.9,12.304,409.204,1.28,5,1.45,1.34
202008011050 ,398.02,12.721,410.741,1.28,5.03,1.47,1.33
202008011100 ,400.05,12.846,412.896,1.28,5.07,1.5,1.31
202008011110 ,403.2,13.359,416.559,1.28,5.11,1.53,1.29
202008011120 ,404.04,13.31,417.35,1.29,5.13,1.57,1.3
202008011130 ,406,13.456,419.456,1.3,5.19,1.61,1.3
202008011140 ,408.24,14.146,422.386,1.31,5.23,1.65,1.29
202008011150 ,410.55,14.959,425.509,1.31,5.26,1.69,1.3
202008011200 ,413.7,15.618,429.318,1.32,5.3,1.73,1.3
202008011210 ,417.06,16.096,433.156,1.32,5.33,1.76,1.3
202008011220 ,420.91,17.061,437.971,1.32,5.36,1.79,1.31
202008011230 ,424.9,17.432,442.332,1.33,5.39,1.82,1.32
202008011240 ,427.7,18.84,446.54,1.33,5.43,1.85,1.33
202008011250 ,430.22,20.265,450.485,1.33,5.46,1.87,1.33
202008011300 ,433.65,22.718,456.368,1.33,5.51,1.89,1.34
202008011310 ,437.92,25.831,463.751,1.34,5.54,1.91,1.34
202008011320 ,442.61,28.012,470.622,1.34,5.56,1.93,1.35
202008011330 ,449.47,30.425,479.895,1.34,5.6,1.95,1.36
202008011340 ,458.43,31.514,489.944,1.35,5.63,1.97,1.37
202008011350 ,469.91,32.247,502.157,1.35,5.65,1.99,1.38
202008011400 ,481.18,33.536,514.716,1.37,5.68,2.01,1.4
202008011410 ,491.26,36.514,527.774,1.38,5.7,2.03,1.41
202008011420 ,502.74,38.996,541.736,1.39,5.72,2.04,1.42
202008011430 ,521.22,41.369,562.589,1.41,5.74,2.06,1.44
202008011440 ,543.83,43.88,587.71,1.42,5.77,2.07,1.45
202008011450 ,561.54,46.976,608.516,1.43,5.8,2.09,1.46
202008011500 ,580.86,48.763,629.623,1.42,5.83,2.1,1.48
202008011510 ,597.03,51.941,648.971,1.42,5.86,2.11,1.49
202008011520 ,611.94,56.408,668.348,1.42,5.88,2.13,1.5
202008011530 ,625.52,60.422,685.942,1.43,5.91,2.14,1.52
202008011540 ,639.256,63.977,703.233,1.45,5.94,2.16,1.53
202008011550 ,650.16,74.533,724.693,1.47,5.96,2.17,1.55
202008011600 ,661.5,82.635,744.135,1.48,5.98,2.19,1.57
202008011610 ,671.44,91.927,763.367,1.5,6,2.2,1.58
202008011620 ,680.68,105.342,786.022,1.52,6.02,2.22,1.63
202008011630 ,689.57,117.897,807.467,1.54,6.05,2.23,1.69
202008011640 ,697.48,125.016,822.496,1.56,6.07,2.24,1.78
202008011650 ,704.69,137.751,842.441,1.57,6.1,2.25,1.9
202008011700 ,711.48,139.1,850.58,1.59,6.12,2.26,2.04
202008011710 ,718.34,146.294,864.634,1.6,6.15,2.27,2.17
202008011720 ,723.94,151.974,875.914,1.62,6.17,2.29,2.28
202008011730 ,766.37,147.448,913.818,1.62,6.2,2.3,2.37
202008011740 ,768.46,143.491,911.951,1.64,6.23,2.31,2.44
202008011750 ,771.12,146.339,917.459,1.66,6.26,2.33,2.49
202008011800 ,773.64,144.63,918.27,1.68,6.28,2.34,2.51
202008011810 ,776.3,142.878,919.178,1.7,6.31,2.36,2.53
202008011820 ,778.4,142.652,921.052,1.72,6.34,2.37,2.53
202008011830 ,780.78,138.475,919.255,1.73,6.37,2.39,2.52
202008011840 ,782.11,132.285,914.395,1.74,6.39,2.4,2.51
202008011850 ,783.72,130.182,913.902,1.74,6.43,2.41,2.48
202008011900 ,785.4,125.226,910.626,1.75,6.45,2.43,2.45
202008011910 ,786.38,122.393,908.773,1.76,6.48,2.44,2.41
202008011920 ,787.92,124.007,911.927,1.76,6.52,2.46,2.37
202008011930 ,788.9,114.063,902.963,1.77,6.54,2.48,2.35
202008011940 ,790.02,104.622,894.642,1.77,6.57,2.49,2.32
202008011950 ,790.3,108.401,898.701,1.77,6.59,2.51,2.29
202008012000 ,791.56,108.121,899.681,1.78,6.61,2.53,2.26
202008012010 ,791.84,104.865,896.705,1.78,6.64,2.54,2.25
202008012020 ,793.1,109.262,902.362,1.78,6.65,2.56,2.23
202008012030 ,793.1,97.283,890.383,1.78,6.67,2.57,2.22
202008012040 ,793.1,96.066,889.166,1.78,6.68,2.58,2.21
202008012050 ,793.1,99.78,892.88,1.79,6.69,2.59,2.19
202008012100 ,793.1,105.139,898.239,1.79,6.7,2.6,2.18
202008012110 ,793.1,96.35,889.45,1.79,6.7,2.61,2.16
202008012120 ,793.1,88.489,881.589,1.79,6.7,2.61,2.16
202008012130 ,793.1,88.818,881.918,1.8,6.71,2.62,2.14
202008012140 ,793.1,98.117,891.217,1.78,6.71,2.62,2.15
202008012150 ,793.1,87.613,880.713,1.79,6.71,2.62,2.14
202008012200 ,793.1,82.044,875.144,1.79,6.71,2.62,2.14
202008012210 ,791.7,89.268,880.968,1.79,6.7,2.62,2.13
202008012220 ,791,82.635,873.635,1.79,6.71,2.62,2.13
202008012230 ,789.74,89.086,878.826,1.79,6.7,2.62,2.13
202008012240 ,788.48,79.728,868.208,1.79,6.69,2.62,2.12
202008012250 ,786.66,80.791,867.451,1.77,6.69,2.62,2.12
202008012300 ,784.7,78.923,863.623,1.79,6.68,2.62,2.13
202008012310 ,782.67,85.692,868.362,1.78,6.68,2.62,2.12
202008012320 ,780.08,79.571,859.651,1.79,6.67,2.62,2.12
202008012330 ,776.58,85.233,861.813,1.77,6.66,2.61,2.13
202008012340 ,772.94,83.826,856.766,1.78,6.66,2.61,2.12
202008012350 ,768.32,85.75,854.07,1.77,6.65,2.6,2.12
202008012400 ,763.84,88.644,852.484,1.77,6.64,2.6,2.12
202008020010 ,758.52,87.175,845.695,1.76,6.64,2.59,2.12
202008020020 ,752.64,86.821,839.461,1.76,6.63,2.59,2.12
202008020030 ,746.48,90.987,837.467,1.75,6.62,2.58,2.12
202008020040 ,739.9,83.631,823.531,1.75,6.62,2.58,2.12
202008020050 ,732.9,86.306,819.206,1.74,6.61,2.57,2.12
202008020100 ,725.48,92.448,817.928,1.73,6.6,2.57,2.12
202008020110 ,716.87,89.456,806.326,1.72,6.59,2.56,2.11
202008020120 ,708.82,91.773,800.593,1.71,6.58,2.55,2.12
202008020130 ,699.86,91.875,791.735,1.69,6.57,2.55,2.11
202008020140 ,690.2,93.904,784.104,1.69,6.56,2.55,2.11
202008020150 ,680.54,96.786,777.326,1.68,6.55,2.54,2.1
202008020200 ,670.18,94.995,765.175,1.66,6.53,2.53,2.1
202008020210 ,659.61,99.465,759.075,1.65,6.52,2.52,2.09
202008020220 ,648.48,99.882,748.362,1.63,6.5,2.52,2.09
202008020230 ,637.24,106.102,743.342,1.62,6.49,2.51,2.09
202008020240 ,625.1,112.369,737.469,1.6,6.47,2.5,2.08
202008020250 ,612.5,110.423,722.923,1.59,6.46,2.49,2.08
202008020300 ,599.9,120.525,720.425,1.58,6.44,2.48,2.07
202008020310 ,585.9,130.162,716.062,1.55,6.42,2.47,2.07
202008020320 ,572.32,138.086,710.406,1.54,6.41,2.46,2.07
202008020330 ,556.99,138.485,695.475,1.52,6.38,2.45,2.06
202008020340 ,541.1,137.247,678.347,1.51,6.37,2.44,2.06
202008020350 ,516.95,135.413,652.363,1.49,6.34,2.42,2.05
202008020400 ,483.07,138.261,621.331,1.47,6.33,2.41,2.05
202008020410 ,451.43,138.95,590.38,1.45,6.3,2.4,2.05
202008020420 ,426.16,132.865,559.025,1.43,6.28,2.39,2.04
202008020430 ,405.37,134.004,539.374,1.42,6.26,2.38,2.04
202008020440 ,385.28,140.24,525.52,1.4,6.24,2.37,2.05
202008020450 ,368.83,129.278,498.108,1.37,6.22,2.35,2.08
202008020500 ,354.76,133.949,488.709,1.34,6.2,2.34,2.21
202008020510 ,341.74,129.733,471.473,1.31,6.18,2.33,2.46
202008020520 ,329.7,127.259,456.959,1.27,6.17,2.32,2.64
202008020530 ,318.5,133.57,452.07,1.24,6.14,2.3,2.81
202008020540 ,307.37,130.891,438.261,1.2,6.12,2.29,2.96
202008020550 ,297.08,127.329,424.409,1.17,6.11,2.28,3.11
202008020600 ,287.14,128.388,415.528,1.14,6.08,2.27,3.22
202008020610 ,277.62,126.246,403.866,1.11,6.05,2.25,3.3
202008020620 ,268.66,127.199,395.859,1.08,6.02,2.24,3.35
202008020630 ,261.8,127.933,389.733,1.05,6,2.22,3.38
202008020640 ,255.01,126.95,381.96,1.02,5.97,2.21,3.39
202008020650 ,249.9,116.468,366.368,1,5.94,2.19,3.38
202008020700 ,244.58,126.131,370.711,0.97,5.91,2.18,3.35
202008020710 ,240.1,122.673,362.773,0.95,5.88,2.16,3.31
202008020720 ,235.76,121.789,357.549,0.93,5.86,2.14,3.27
202008020730 ,232.26,121.744,354.004,0.91,5.82,2.13,3.21
202008020740 ,227.85,119.185,347.035,0.89,5.79,2.11,3.14
202008020750 ,224.14,119.676,343.816,0.87,5.76,2.09,3.08
202008020800 ,220.78,117.912,338.692,0.85,5.74,2.07,3.01
202008020810 ,217.42,114.834,332.254,0.83,5.7,2.05,2.95
202008020820 ,214.06,110.996,325.056,0.82,5.68,2.03,2.88
202008020830 ,211.26,113.685,324.945,0.8,5.64,2.01,2.82
202008020840 ,208.32,113.388,321.708,0.79,5.62,1.99,2.75
202008020850 ,205.94,108.784,314.724,0.78,5.59,1.97,2.69
202008020900 ,203.14,104.438,307.578,0.77,5.57,1.95,2.62
202008020910 ,200.83,108.861,309.691,0.76,5.54,1.93,2.56
202008020920 ,198.31,106.629,304.939,0.75,5.51,1.91,2.52
202008020930 ,195.58,101.237,296.817,0.74,5.49,1.9,2.47
202008020940 ,193.41,100.141,293.551,0.73,5.47,1.88,2.42
202008020950 ,191.94,103.068,295.008,0.72,5.45,1.86,2.37
202008021000 ,189.84,97.619,287.459,0.71,5.43,1.84,2.33
202008021010 ,187.6,98.195,285.795,0.71,5.41,1.83,2.29
202008021020 ,185.36,95.386,280.746,0.7,5.39,1.81,2.26
202008021030 ,183.89,95.022,278.912,0.69,5.37,1.8,2.22
202008021040 ,182,94.552,276.552,0.68,5.35,1.78,2.18
202008021050 ,179.2,93.44,272.64,0.67,5.34,1.77,2.15
202008021100 ,177.31,92.236,269.546,0.66,5.32,1.75,2.11
202008021110 ,175.84,93.255,269.095,0.66,5.3,1.74,2.08
202008021120 ,174.16,93.996,268.156,0.65,5.29,1.72,2.05
202008021130 ,172.9,89.734,262.634,0.64,5.27,1.71,2.02
202008021140 ,170.8,92.514,263.314,0.64,5.26,1.7,2
202008021150 ,169.33,93.255,262.585,0.63,5.24,1.69,1.98
202008021200 ,168.7,89.456,258.156,0.62,5.23,1.68,1.95
202008021210 ,165.9,91.261,257.161,0.62,5.22,1.67,1.92
202008021220 ,164.85,93.193,258.043,0.61,5.2,1.66,1.9
202008021230 ,163.8,91.625,255.425,0.61,5.18,1.65,1.88
202008021240 ,162.75,90.364,253.114,0.6,5.17,1.64,1.85
202008021250 ,161.7,90.81,252.51,0.6,5.16,1.63,1.83
202008021300 ,160.44,88.964,249.404,0.59,5.14,1.62,1.82
202008021310 ,159.6,86.26,245.86,0.59,5.13,1.61,1.8
202008021320 ,158.97,87.337,246.307,0.59,5.12,1.6,1.78
202008021330 ,157.5,85.13,242.63,0.58,5.11,1.59,1.76
202008021340 ,157.5,85.559,243.059,0.58,5.1,1.58,1.75
202008021350 ,156.45,85.287,241.737,0.58,5.1,1.58,1.73
202008021400 ,155.4,84.175,239.575,0.57,5.08,1.57,1.72
202008021410 ,155.4,81.673,237.073,0.57,5.07,1.56,1.71
202008021420 ,155.4,83.636,239.036,0.56,5.07,1.56,1.7
202008021430 ,153.3,81.581,234.881,0.56,5.06,1.55,1.68
202008021440 ,153.3,83.804,237.104,0.56,5.06,1.54,1.66
202008021450 ,153.3,82.982,236.282,0.56,5.05,1.54,1.65
202008021500 ,153.3,80.747,234.047,0.55,5.04,1.53,1.65
202008021510 ,153.3,81.673,234.973,0.55,5.04,1.52,1.63
202008021520 ,151.62,82.044,233.664,0.55,5.03,1.52,1.62
202008021530 ,152.67,82.229,234.899,0.55,5.02,1.52,1.62
202008021540 ,155.167,83.526,238.693,0.55,5.03,1.52,1.6
202008021550 ,156.87,83.526,240.396,0.57,5.05,1.52,1.6
202008021600 ,158.76,86.028,244.788,0.59,5.09,1.53,1.59
202008021610 ,163.38,86.677,250.057,0.61,5.13,1.54,1.59
202008021620 ,168.49,90.197,258.687,0.63,5.16,1.56,1.59
202008021630 ,174.58,94.645,269.225,0.65,5.2,1.58,1.58
202008021640 ,181.3,97.054,278.354,0.66,5.24,1.6,1.58
202008021650 ,191.45,98.749,290.199,0.67,5.28,1.62,1.58
202008021700 ,203.63,104.834,308.464,0.68,5.32,1.63,1.6
202008021710 ,217,112.628,329.628,0.69,5.37,1.65,1.69
202008021720 ,226.1,120.799,346.899,0.71,5.42,1.67,1.87
202008021730 ,234.29,129.193,363.483,0.72,5.47,1.69,2.1
202008021740 ,238.84,136.956,375.796,0.74,5.54,1.72,2.29
202008021750 ,241.08,146.923,388.003,0.77,5.6,1.75,2.46
202008021800 ,241.5,157.31,398.81,0.79,5.65,1.78,2.62
202008021810 ,241.5,166.303,407.803,0.81,5.72,1.81,2.74
202008021820 ,241.5,179.518,421.018,0.82,5.78,1.85,2.82
202008021830 ,242.06,191.788,433.848,0.84,5.85,1.9,2.88
202008021840 ,244.3,209.366,453.666,0.85,5.91,1.94,2.89
202008021850 ,247.94,218.787,466.727,0.85,5.97,1.99,2.89
202008021900 ,252.35,221.797,474.147,0.86,6.04,2.03,2.86
202008021910 ,257.74,221.863,479.603,0.86,6.11,2.08,2.84
202008021920 ,264.81,221.733,486.543,0.87,6.16,2.13,2.82
202008021930 ,271.18,221.993,493.173,0.87,6.24,2.17,2.79
202008021940 ,276.78,221.993,498.773,0.88,6.3,2.22,2.76
202008021950 ,280.7,221.993,502.693,0.89,6.36,2.26,2.73
202008022000 ,284.34,221.993,506.333,0.9,6.43,2.31,2.71
202008022010 ,287.84,221.473,509.313,0.91,6.5,2.35,2.7
202008022020 ,290.36,220.693,511.053,0.92,6.59,2.39,2.67
202008022030 ,293.16,221.603,514.763,0.93,6.68,2.44,2.65
202008022040 ,295.4,221.603,517.003,0.94,6.78,2.48,2.63
202008022050 ,296.8,225.532,522.332,0.96,6.89,2.53,2.61
202008022100 ,299.04,354.4,653.44,0.96,7.01,2.59,2.58
202008022110 ,301,369.889,670.889,0.97,7.12,2.66,2.56
202008022120 ,303.66,374.327,677.987,0.98,7.22,2.72,2.55
202008022130 ,304.78,378.875,683.655,0.99,7.32,2.78,2.53
202008022140 ,311.5,383.073,694.573,1,7.42,2.85,2.51
202008022150 ,319.62,384.607,704.227,1.03,7.5,2.92,2.49
202008022200 ,329.7,386.614,716.314,1.08,7.6,2.98,2.49
202008022210 ,347.06,390.627,737.687,1.12,7.67,3.05,2.5
202008022220 ,374.43,392.743,767.173,1.19,7.75,3.1,2.49
202008022230 ,415.17,399.224,814.394,1.26,7.83,3.16,2.49
202008022240 ,474.04,400.243,874.283,1.35,7.88,3.21,2.49
202008022250 ,539.07,399.733,938.803,1.46,7.94,3.27,2.5
202008022300 ,605.78,401.856,1007.636,1.6,8.01,3.33,2.51
202008022310 ,671.02,425.932,1096.952,1.73,8.08,3.39,2.52
202008022320 ,731.78,440.486,1172.266,1.82,8.17,3.45,2.53
202008022330 ,885.26,458.767,1344.027,1.91,8.29,3.52,2.55
202008022340 ,1282.29,480.527,1762.817,1.98,8.41,3.6,2.56
202008022350 ,1399.22,505.562,1904.782,2.15,8.55,3.68,2.59
202008022400 ,1482.32,535.303,2017.623,2.37,8.68,3.77,2.62
202008030010 ,1566.95,573.471,2140.421,2.58,8.86,3.88,2.65
202008030020 ,1736.23,622.44,2358.67,2.75,9.1,3.99,2.69
202008030030 ,1869,678.241,2547.241,2.87,9.31,4.12,2.74
202008030040 ,2200.67,739.226,2939.896,2.97,9.64,4.28,2.79
202008030050 ,2339.01,807.222,3146.232,3.14,9.92,4.45,2.85
202008030100 ,2427.89,882.778,3310.668,3.31,10.18,4.64,2.9
202008030110 ,2689.25,959.848,3649.098,3.47,10.48,4.85,2.95
202008030120 ,3055.81,1037.164,4092.974,3.65,10.79,5.05,3.02
202008030130 ,3139.38,1100.719,4240.099,3.74,11.08,5.29,3.08
202008030140 ,3231.923,1154.692,4386.615,4.01,11.31,5.53,3.16
202008030150 ,3322.613,1204.943,4527.556,4.11,11.6,5.78,3.22
202008030200 ,3413.843,1256.417,4670.26,4.27,11.85,6.03,3.32
202008030210 ,3562.576,1304.088,4866.664,4.37,11.98,6.28,3.41
202008030220 ,4058.925,1344.514,5403.439,4.47,12.28,6.53,3.49
202008030230 ,4121.627,1384.08,5505.707,4.65,12.46,6.78,3.59
202008030240 ,4168.539,1421.668,5590.207,4.88,12.8,7.01,3.69
202008030250 ,4205.149,1457.808,5662.957,5.07,12.93,7.23,3.83
202008030300 ,4199.434,1493.576,5693.01,5.15,13.05,7.46,3.95
202008030310 ,3738.818,1522.571,5261.389,5.3,13.34,7.67,4.08
202008030320 ,3747.133,1556.312,5303.445,5.28,13.52,7.87,4.18
202008030330 ,3790.198,1587.043,5377.241,5.35,13.71,8.06,4.31
202008030340 ,3828.624,1617.916,5446.54,5.35,13.84,8.23,4.42
202008030350 ,3860.078,1648.324,5508.402,5.41,13.95,8.39,4.55
202008030400 ,3885.895,1678.305,5564.2,5.47,13.99,8.52,4.63
202008030410 ,3894.129,1706.82,5600.949,5.47,14.04,8.66,4.79
202008030420 ,3610.74,1734.897,5345.637,5.55,14.08,8.75,4.89
202008030430 ,3623.238,1766.793,5390.031,5.46,14.07,8.84,5
202008030440 ,3648.636,1794.594,5443.23,5.51,14.17,8.93,5.12
202008030450 ,3673.33,1825.075,5498.405,5.49,14.18,8.99,5.15
202008030500 ,3693.301,1853.347,5546.648,5.48,14.27,9.05,5.21
202008030510 ,3694.977,1881.083,5576.06,5.5,14.3,9.1,5.38
202008030520 ,3704.385,1906.291,5610.676,5.5,14.17,9.14,5.39
202008030530 ,3718.256,1931.345,5649.601,5.52,14.32,9.16,5.46
202008030540 ,3732.068,1846.849,5578.917,5.53,14.37,9.2,5.57
202008030550 ,3742.393,1732.691,5475.084,5.51,14.36,9.21,5.67
202008030600 ,3750.881,1753.803,5504.684,5.52,14.37,9.23,5.78
202008030610 ,3758.525,1772.098,5530.623,5.55,14.39,9.26,5.9
202008030620 ,3765.588,1745.975,5511.563,5.58,14.36,9.27,5.96
202008030630 ,3766.249,1726.472,5492.721,5.61,14.33,9.3,6.01
202008030640 ,3765.908,1719.738,5485.646,5.61,14.5,9.31,6.08
202008030650 ,3765.918,1729.602,5495.52,5.63,14.67,9.31,6.14
202008030700 ,3761.651,1719.705,5481.356,5.6,14.84,9.32,6.2
202008030710 ,3755.83,1703.326,5459.156,5.58,14.43,9.31,6.28
202008030720 ,3749.137,1718.907,5468.044,5.58,14.38,9.31,6.31
202008030730 ,3738.511,1710.902,5449.413,5.59,14.31,9.29,6.33
202008030740 ,3726.219,1717.309,5443.528,5.61,14.39,9.28,6.38
202008030750 ,3712.691,1714.356,5427.047,5.58,14.39,9.27,6.42
202008030800 ,3695.979,1715.955,5411.934,5.5,14.23,9.25,6.41
202008030810 ,3677.575,1705.331,5382.906,5.49,14.28,9.22,6.44
202008030820 ,3657.579,1710.516,5368.095,5.48,14.25,9.2,6.41
202008030830 ,3634.28,1716.003,5350.283,5.48,14.15,9.16,6.42
202008030840 ,3610.375,1707.137,5317.512,5.47,14.18,9.13,6.43
202008030850 ,3585.118,1706.539,5291.657,5.44,14.27,9.11,6.42
202008030900 ,3555.711,1716.692,5272.403,5.34,14.13,9.08,6.4
202008030910 ,3526.902,1722.395,5249.297,5.36,14.13,9.04,6.39
202008030920 ,3494.72,1724.268,5218.988,5.3,14,9,6.36
202008030930 ,3460.101,1711.712,5171.813,5.29,14.02,8.97,6.34
202008030940 ,3424.795,1717.915,5142.71,5.23,14,8.93,6.32
202008030950 ,3389.205,1718.574,5107.779,5.19,14.04,8.9,6.3
202008031000 ,3349.952,1724.195,5074.147,5.18,13.83,8.86,6.27
202008031010 ,3314.035,1728.267,5042.302,5.18,13.8,8.83,6.23
202008031020 ,3271.873,1732.771,5004.644,5.08,13.92,8.79,6.2
202008031030 ,3230.797,1732.836,4963.633,5.06,13.89,8.74,6.18
202008031040 ,3188.913,1719.089,4908.002,5.03,13.89,8.71,6.13
202008031050 ,3146.37,1718.131,4864.501,4.98,13.86,8.68,6.09
202008031100 ,3102.906,1724.722,4827.628,4.95,13.82,8.64,6.06
202008031110 ,3059.971,1724.421,4784.392,4.9,13.76,8.62,6.02
202008031120 ,3016.613,1725.493,4742.106,4.88,13.8,8.58,5.99
202008031130 ,2972.111,1725.753,4697.864,4.8,13.77,8.55,5.94
202008031140 ,2926.336,1734.023,4660.359,4.8,13.71,8.51,5.91
202008031150 ,2884.891,1736.461,4621.352,4.78,13.72,8.47,5.85
202008031200 ,2840.27,1744.745,4585.015,4.72,13.55,8.45,5.82
202008031210 ,2799.36,1745.875,4545.235,4.62,13.53,8.41,5.79
202008031220 ,2752.34,1750.813,4503.153,4.65,13.56,8.38,5.75
202008031230 ,2706.54,1779.684,4486.224,4.59,13.62,8.34,5.71
202008031240 ,2659.23,1811.097,4470.327,4.5,13.56,8.31,5.65
202008031250 ,2612.24,1841.892,4454.132,4.5,13.6,8.29,5.63
202008031300 ,2565.39,1874.665,4440.055,4.49,13.47,8.27,5.62
202008031310 ,2520.07,1888.565,4408.635,4.44,13.48,8.23,5.57
202008031320 ,2472.66,1889.582,4362.242,4.4,13.43,8.22,5.54
202008031330 ,2427.4,1890.912,4318.312,4.33,13.42,8.18,5.52
202008031340 ,2381.46,1887.443,4268.903,4.3,13.41,8.15,5.49
202008031350 ,2338.37,1886.287,4224.657,4.31,13.35,8.12,5.46
202008031400 ,2295.12,1885.279,4180.399,4.24,13.34,8.09,5.43
202008031410 ,2254.8,1884.095,4138.895,4.2,13.36,8.07,5.42
202008031420 ,2214.11,1882.761,4096.871,4.13,13.23,8.02,5.4
202008031430 ,2172.23,1881.412,4053.642,4.13,13.16,8,5.39
202008031440 ,2131.75,1893.982,4025.732,4.05,13.12,7.95,5.34
202008031450 ,2090.967,1894.094,3985.061,4.08,13.1,7.92,5.35
202008031500 ,2053.14,1890.874,3944.014,4.04,13.07,7.89,5.31
202008031510 ,2002.53,1888.769,3891.299,3.98,13.01,7.85,5.28
202008031520 ,1928.23,1886.718,3814.948,3.97,12.92,7.8,5.29
202008031530 ,1859.44,1884.831,3744.271,3.89,12.86,7.77,5.26
202008031540 ,1810.89,1883.956,3694.846,3.86,12.83,7.73,5.23
202008031550 ,1770.02,1884.042,3654.062,3.87,12.75,7.67,5.23
202008031600 ,1735.13,1881.427,3616.557,3.73,12.7,7.65,5.21
202008031610 ,1711.73,1897.355,3609.085,3.72,12.74,7.59,5.19
202008031620 ,1694.256,1959.375,3653.631,3.71,12.66,7.54,5.18
202008031630 ,1677.66,1948.109,3625.769,3.65,12.56,7.51,5.17
202008031640 ,1667.28,1943.849,3611.129,3.59,12.52,7.45,5.13
202008031650 ,1660.2,1941.608,3601.808,3.62,12.42,7.42,5.12
202008031700 ,1657.39,1938.654,3596.044,3.53,12.42,7.37,5.12
