시간,군남방류,한탄강방류,방류량합계,임진수위,삼화수위,비룡수위,통일수위
202008082030 ,1113.4,123.578,1236.978,2.42,7.39,2.81,2.05
202008082040 ,1108,123.788,1231.788,2.45,7.37,2.8,2.24
202008082050 ,1101.4,121.999,1223.399,2.44,7.37,2.79,2.49
202008082100 ,1096.12,121.894,1218.014,2.43,7.35,2.78,2.78
202008082110 ,1091.8,121.045,1212.845,2.41,7.34,2.77,3.04
202008082120 ,1085.8,118.412,1204.212,2.42,7.32,2.76,3.26
202008082130 ,1079.8,117.053,1196.853,2.41,7.31,2.75,3.42
202008082140 ,1074.4,115.799,1190.199,2.4,7.3,2.74,3.52
202008082150 ,1066.24,114.824,1181.064,2.38,7.28,2.73,3.6
202008082200 ,1063,114.734,1177.734,2.38,7.27,2.72,3.63
202008082210 ,1057,112.511,1169.511,2.38,7.26,2.71,3.63
202008082220 ,1051,111.887,1162.887,2.37,7.25,2.71,3.59
202008082230 ,1047.76,109.468,1157.228,2.36,7.24,2.7,3.52
202008082240 ,1041.4,107.407,1148.807,2.33,7.22,2.69,3.42
202008082250 ,1037.98,107.466,1145.446,2.34,7.21,2.68,3.32
202008082300 ,1031.2,107.302,1138.502,2.34,7.2,2.68,3.24
202008082310 ,1027.12,106.468,1133.588,2.31,7.19,2.67,3.16
202008082320 ,1022.2,104.936,1127.136,2.32,7.18,2.66,3.08
202008082330 ,1016.8,103.99,1120.79,2.32,7.17,2.65,3.01
202008082340 ,1012.48,105.677,1118.157,2.3,7.16,2.65,2.94
202008082350 ,1009.24,105.121,1114.361,2.31,7.15,2.64,2.86
202008082400 ,1004.2,104.102,1108.302,2.31,7.14,2.64,2.79
202008090010 ,998.92,103.986,1102.906,2.32,7.13,2.63,2.73
202008090020 ,994.6,103.629,1098.229,2.3,7.12,2.62,2.66
202008090030 ,992.98,103.766,1096.746,2.3,7.12,2.62,2.62
202008090040 ,986.2,103.311,1089.511,2.31,7.11,2.62,2.54
202008090050 ,983.2,102.988,1086.188,2.28,7.1,2.61,2.49
202008090100 ,977.8,102.124,1079.924,2.28,7.1,2.6,2.43
202008090110 ,974.02,102.817,1076.837,2.27,7.09,2.6,2.38
202008090120 ,971.2,103.523,1074.723,2.27,7.08,2.6,2.34
202008090130 ,966.4,101.39,1067.79,2.26,7.07,2.59,2.28
202008090140 ,963.58,100.316,1063.896,2.26,7.06,2.59,2.24
202008090150 ,957.92,100.862,1058.782,2.24,7.06,2.58,2.19
202008090200 ,954.68,100.111,1054.791,2.23,7.05,2.58,2.15
202008090210 ,950.9,100.972,1051.872,2.24,7.05,2.57,2.11
202008090220 ,948.2,101.541,1049.741,2.23,7.04,2.57,2.08
202008090230 ,944.96,102.59,1047.55,2.21,7.03,2.56,2.06
202008090240 ,940.1,104.936,1045.036,2.21,7.03,2.55,2.02
202008090250 ,936.32,105.214,1041.534,2.22,7.02,2.55,2
202008090300 ,934.7,107.653,1042.353,2.2,7.02,2.55,1.97
202008090310 ,930,108.93,1038.93,2.2,7.01,2.55,1.94
202008090320 ,925.68,110.622,1036.302,2.19,7,2.54,1.9
202008090330 ,922.8,112.406,1035.206,2.19,7,2.54,1.88
202008090340 ,917.52,116.393,1033.913,2.17,7,2.53,1.86
202008090350 ,913.2,119.54,1032.74,2.19,6.99,2.53,1.83
202008090400 ,909.36,126.464,1035.824,2.18,6.99,2.53,1.82
202008090410 ,906.05,131.501,1037.551,2.16,6.98,2.52,1.81
202008090420 ,903.16,136.641,1039.801,2.15,6.99,2.52,1.78
202008090430 ,898.3,141.887,1040.187,2.16,6.98,2.52,1.77
202008090440 ,897.76,145.874,1043.634,2.15,6.98,2.52,1.76
202008090450 ,892.9,149.756,1042.656,2.15,6.97,2.52,1.74
202008090500 ,890.74,150.805,1041.545,2.13,6.97,2.51,1.73
202008090510 ,887.5,154.267,1041.767,2.16,6.97,2.51,1.72
202008090520 ,887.03,155.526,1042.556,2.14,6.96,2.51,1.71
202008090530 ,882.8,157.64,1040.44,2.14,6.97,2.5,1.69
202008090540 ,880.1,155.421,1035.521,2.13,6.96,2.5,1.68
202008090550 ,877.4,158.045,1035.445,2.12,6.96,2.5,1.68
202008090600 ,876.44,158.989,1035.429,2.13,6.95,2.5,1.67
202008090610 ,872.6,159.933,1032.533,2.12,6.96,2.5,1.65
202008090620 ,872.6,160.982,1033.582,2.12,6.95,2.5,1.65
202008090630 ,867.2,159.303,1026.503,2.11,6.96,2.5,1.63
202008090640 ,867.2,161.611,1028.811,2.11,6.95,2.5,1.63
202008090650 ,864.85,164.339,1029.189,2.11,6.95,2.5,1.62
202008090700 ,862.5,165.508,1028.008,2.11,6.95,2.49,1.61
202008090710 ,861.42,166.767,1028.187,2.1,6.95,2.5,1.61
202008090720 ,857.1,169.425,1026.525,2.1,6.96,2.5,1.61
202008090730 ,857.1,170.425,1027.525,2.1,6.96,2.5,1.61
202008090740 ,853.26,175.775,1029.035,2.1,6.96,2.5,1.62
202008090750 ,852.3,177.559,1029.859,2.11,6.96,2.5,1.62
202008090800 ,854.7,180.601,1035.301,2.1,6.97,2.51,1.63
202008090810 ,857.1,185.427,1042.527,2.11,6.97,2.51,1.66
202008090820 ,863.44,187.106,1050.546,2.12,6.97,2.51,1.85
202008090830 ,871.46,188.785,1060.245,2.11,6.97,2.51,2.14
202008090840 ,879.56,194.96,1074.52,2.13,6.98,2.52,2.49
202008090850 ,890.2,199.586,1089.786,2.14,6.98,2.52,2.83
202008090900 ,902.48,201.894,1104.374,2.14,6.99,2.52,3.15
202008090910 ,918.9,208.084,1126.984,2.16,7,2.52,3.41
202008090920 ,927.77,213.342,1141.112,2.17,7.01,2.52,3.64
202008090930 ,938.48,215.517,1153.997,2.19,7.02,2.53,3.81
202008090940 ,942.26,218.465,1160.725,2.19,7.04,2.53,3.96
202008090950 ,946.04,222.92,1168.96,2.21,7.05,2.54,4.08
202008091000 ,950.9,227.047,1177.947,2.23,7.07,2.54,4.16
202008091010 ,955.22,229.864,1185.084,2.23,7.1,2.56,4.2
202008091020 ,962.1,234.909,1197.009,2.23,7.12,2.57,4.2
202008091030 ,968.8,239.429,1208.229,2.24,7.13,2.58,4.16
202008091040 ,978.34,243.687,1222.027,2.26,7.16,2.59,4.1
202008091050 ,986.8,248.797,1235.597,2.28,7.18,2.6,4.02
202008091100 ,997.42,253.58,1251,2.26,7.21,2.62,3.9
202008091110 ,1008.7,257.192,1265.892,2.3,7.23,2.63,3.81
202008091120 ,1016.92,262.227,1279.147,2.3,7.26,2.65,3.74
202008091130 ,1026.16,268.42,1294.58,2.33,7.3,2.67,3.65
202008091140 ,1037.44,277.329,1314.769,2.35,7.34,2.7,3.56
202008091150 ,1044.88,285.125,1330.005,2.34,7.38,2.72,3.48
202008091200 ,1053.4,291.939,1345.339,2.37,7.43,2.75,3.39
202008091210 ,1060.6,299.21,1359.81,2.38,7.48,2.78,3.31
202008091220 ,1066.78,306.744,1373.524,2.39,7.54,2.82,3.23
202008091230 ,1075.42,315.588,1391.008,2.42,7.61,2.85,3.15
202008091240 ,1085.8,325.949,1411.749,2.41,7.67,2.89,3.09
202008091250 ,1096.18,334.294,1430.474,2.44,7.72,2.93,3.03
202008091300 ,1106.8,342.733,1449.533,2.45,7.78,2.97,2.97
202008091310 ,1121.32,355.582,1476.902,2.46,7.84,3.02,2.92
202008091320 ,1135.03,364.563,1499.593,2.47,7.9,3.06,2.87
202008091330 ,1148.3,371.442,1519.742,2.47,7.96,3.1,2.82
202008091340 ,1161.95,381.027,1542.977,2.49,8.04,3.14,2.78
202008091350 ,1176.6,398.629,1575.229,2.53,8.12,3.2,2.74
202008091400 ,1190.75,411.814,1602.564,2.53,8.21,3.24,2.7
202008091410 ,1203.17,458.529,1661.699,2.53,8.3,3.3,2.67
202008091420 ,1214.6,479.702,1694.302,2.57,8.39,3.36,2.65
202008091430 ,1226.889,494.239,1721.128,2.56,8.49,3.43,2.62
202008091440 ,1239.12,510.059,1749.179,2.63,8.59,3.5,2.61
202008091450 ,1254.4,526.655,1781.055,2.65,8.72,3.57,2.6
202008091500 ,1268.25,546.018,1814.268,2.64,8.86,3.65,2.59
202008091510 ,1283.95,584.853,1868.803,2.68,9,3.75,2.59
202008091520 ,1298.35,614.421,1912.771,2.71,9.14,3.84,2.59
202008091530 ,1320.2,647.377,1967.577,2.75,9.3,3.94,2.59
